,strain,diet,BodyWeight_Wk8_[g],BodyWeight_Wk16_[g],BodyWeight_Wk28_[g],BodyWeight_Sacrifice_[g],BodyWeight_NIBP_[g],BodyWeight_preCLAMS_[g],FatMass_preCLAMS_[g],FatMass_preCLAMS_[%],LeanMass_preCLAMS_[g],LeanMass_preCLAMS_[%],BodyWeight_preWheel_[g],FatMass_preWheel_[g],FatMass_preWheel_[%],LeanMass_preWheel_[g],LeanMass_preWheel_[%],BodyWeight_postWheel_[g],FatMass_postWheel_[g],FatMass_postWheel_[%],LeanMass_postWheel_[g],LeanMass_postWheel_[%],BWGain_8-16Weeks_[g],BWGain_8-16Weeks_[%],BWGain_8-28Weeks_[g],BWGain_8-28Weeks_[%],BWLoss_AfterExercise_[%],FatMassLoss_AfterExercise_[%],DiastolicBP_NIBP_[mmHg],SystolicBP_NIBP_[mmHg],HeartRate_NIBP_[bpm],DayRER_CLAMS_[ratio],NightRER_CLAMS_[ratio],24hRER_CLAMS_[ratio],DayVO2_CLAMS_[mL/kg/hr],NightVO2_CLAMS_[mL/kg/hr],24hVO2_CLAMS_[mL/kg/hr],DayVCO2_CLAMS_[mL/kg/hr],NightVCO2_CLAMS_[mL/kg/hr],24hVCO2_CLAMS_[mL/kg/hr],NightXTot_CLAMS_[#/12hr],NightZTot_CLAMS_[#/12hr],FoodInTotal_CLAMS_[g],FoodInTotal_CLAMS_[kCal],WaterInTotal_CLAMS_[mL],VO2_LeanBWCor_Day,VO2_LeanBWCor_Night,Glucose0min_OGTT_[mg/dL],Glucose15min_OGTT_[mg/dL],Glucose30min_OGTT_[mg/dL],Glucose45min_OGTT_[mg/dL],Glucose60min_OGTT_[mg/dL],Glucose90min_OGTT_[mg/dL],Glucose120min_OGTT_[mg/dL],Glucose150min_OGTT_[mg/dL],Glucose180min_OGTT_[mg/dL],GlucoseAUC_OGTT_[AUC],InsulinAUC_OGTT_[AUC],Insulin0min_OGTT_[ng/mL],Insulin15min_OGTT_[ng/mL],Insulin30min_OGTT_[ng/mL],Fasted_Glucose_Insulin_[ratio],Glucose_Insulin_15m_OGTT[ratio],Glucose_Insulin_30m_OGTT[ratio],Glucose*Insulin_Fasted,OGTT_Homa_IR,OGTT_Homa_B,0H_ColdTest_[°C],1H_ColdTest_[°C],2H_ColdTest_[°C],3H_ColdTest_[°C],4H_ColdTest_[°C],5H_ColdTest_[°C],6H_ColdTest_[°C],Decrease_0-3H_[%],Decrease_0-6H_[%],Decrease_3-6H_[%],24hXYTot_TSE_[#/hr],DayXYTot_TSE_[#/hr],NightXYTot_TSE_[#/hr],24hZTot_TSE_[#/hr],DayZTot_TSE_[#/hr],NightZTot_TSE_[#/hr],FoodInTotal_TSE_[g],FoodInTotal_TSE_[kCal],BodyWeight_TSE,Dist_pre_[m],Dist_post_[m],Improvement_[meters],VO2Basal_pre,VO2Max_pre,RERBasal_pre,RERMax_pre,VO2Basal_post,VO2Max_post,RERBasal_post,RERMax_post,deltaVO2bas_Improve,deltaVO2m_Improve [mL/kg/min],DayRun_ActivityWheel_[km],NightRun_ActivityWheel_[km],24hRun_ActivityWheel_[km],Liver_[g],Heart_[g],scWAT_[g],perirenalWAT_[g],Kidney_[g],epididymalWAT_[g],Gastrocnemius_[g],Soleus_[g],Liver_[%],Heart_[%],scWAT_[%],perirenalWAT_[%],Kidney_[%],epididymalWAT_[%],Gastrocnemius_[%],Soleus_[%],Glucose_[mmol/L],Cholesterol_[mmol/L],HDL_[mmol/L]_KNOWN_BATCH_EFFECT_BY_COHORT_ORDER,HDL_Norm[Z],LDL_[mmol/L],Triglycerides_[mmol/L],FFA_[mmol/L]_KNOWN_BATCH_EFFECT_BY_COHORT_ORDER,FFA_Norm[Z],LacticAcid_[mmol/L],BloodProtein_[g/L],ALAT_[U/L]_KNOWN_BATCH_EFFECT_BY_COHORT_ORDER,ASAT_[U/L],ASAT_Norm[Z],LDH_[U/L]_KNOWN_BATCH_EFFECT_BY_COHORT_ORDER,LDH_Norm[Z],ALPL_[U/L],Amylase_[U/L],CreatineKinase_[U/L],Creatinine_[U/L]_KNOWN_BATCH_EFFECT_BY_COHORT_ORDER,Creatinine_Norm[Z],Iron_[umol/L],RBC.TotalRedBloodCells_[#*10^6/uL],%RBCm.MatureRBC_[%],#RBCm.MatureRBC_[#*10^9/L],HGB.Hemoglobin_[g/dL],HCT.Hematocrit_[%],MCV.MeanCorpuscularVolume_[fL/RBC],MCH.MeanCorpuscularHemoglobin_[pg/RBC],MCHC.MeanCorpuscularHemoglobinConcentration_[g/dL],CH.RedCellHemoglobinContent_[pg/RBC],RDW.RedCellDistributionWidth_[%],HDW.HemoglobinConcentrationDistributionWidth_[g/dL],%RETIC.ReticulocytePercent_[%],#RETIC.ReticulocyteCount_[#*10^9/L],MCVr.MeanCorpuscularVolumeofReticulocytes_[fL/RTC],MCHCr.MeanCorpuscularHemoglobinConcentrationofReticulocytes_[g/dL],CHr.RedCellHemoglobinContentofReticulocytes_[pg/RTC],%LRTC_PercentageofLowMatureReticulocytes_[%],#LRTC_CountofLowMatureReticulocytes_[#*10^9/L],%MRTC_PercentageofMediumMatureReticulocytes_[%],#MRTC_CountofMediumMatureReticulocytes_[#*10^9/L],%HRTC_PercentageofHighMatureReticulocytes_[%],#HRTC_CountofHighMatureReticulocytes_[#*10^9/L],PLT.Platelets_[#*10^3/µL],MPV.MeanPlateletVolume_[fL/PLT],PDW.PlateletDistributionWidth_[%],PCT.Plateletcrit_[%],MPC.MeanPlateletComponentConcentration_[g/dL],PCDW.PlateletComponentDistributionWidth_[g/dL],MPM.MeanPlateletMass_[pg/PLT],WBC.WhiteBloodCell_[#*10^3/µL],%NEUTR.Neutrophil_[%],%LYMPH.Lymphocyte_[%],%MONO.Monocyte_[%],%EOS.Eosinophil_[%],%BASO.Basophil_[%],%LUC.LargeUnknownCells_[%],#NEUTR.Neutrophil_[#*10^3/µL],#LYMPH.Lymphocyte_[#*10^3/µL],#MONO.Monocyte_[#*10^3/µL],#EOS.Eosinophil_[#*10^3/µL],#BASO.Basophil_[#*10^3/µL],#LUC.LargeUnknownCells_[#*10^3/µL]
47,BXD6,HFD,24.782000000000004,41.492000000000004,48.682,47.476,42.922,40.980000000000004,,,,,46.878,19.1156,40.5948743292421,27.194,58.189981541403164,45.322,17.309800000000003,37.99920627716551,27.5414,60.95597029296956,16.71,67.87784877181736,23.9,96.47149708968803,3.25150571804978,9.440129249256092,69.4,96.2,660.0,0.7662000000000001,0.7736,0.77,2636.6878,3121.4,2917.14,2020.269,2414.356,2248.229,18366.6,3533.2,2.1620000000000035,11.026200000000017,1.3,,,116.0,321.8,373.0,357.2,324.6,235.8,178.2,134.4,130.6,42364.8,65.654,0.642005,2.8448256,2.4234218,1813092.3266018452,1657648.5725389596,1956914.7917089027,71.60811900000002,3.1810191256049127,7.778828339055186,37.08,36.14,35.160000000000004,34.92,34.4,34.540000000000006,34.160000000000004,5.817508085270541,7.88402616371863,2.1987167475542013,2532.0,1597.0,3466.0,199.0,83.0,314.0,2.2299999999999995,11.395299999999999,47.279999999999994,226.8,409.8,183.0,63.0,78.4,0.7828999999999999,0.9076000000000001,68.044,86.2,0.7716,0.8882,5.044000000000001,7.8,0.26655470000000003,0.86328608,1.127,1.4758400000000003,0.19292,2.38258,0.7310000000000001,0.4936,2.065,0.29323999999999995,,3.093446933569757,0.41309568066960906,4.901519188159929,1.5469013185974376,1.0483333438874312,4.331563498762761,0.6258929030860356,,12.919999999999998,3.6599999999999993,3.6079999999999997,,0.18600000000000003,0.75,0.5940000000000001,,3.4,52.36,64.0,65.0,,293.6,,40.2,962.6,59.0,4.0,,24.979999999999997,10.46,97.7,85618.0,13.0,44.88,42.92,12.36,28.9,13.2,15.26,2.202,2.3,238.08,53.760000000000005,25.240000000000002,13.540000000000001,60.3,144.24228,35.339999999999996,83.43104,4.38,10.45664,1165.2,6.720000000000001,50.019999999999996,0.38999999999999996,208.4,69.56,1.232,3.332,23.34,65.82,2.9200000000000004,7.540000000000001,0.18,0.16,0.7479999999999999,2.232,0.1,0.248,0.004,0.004
48,BXD60,CD,27.94,34.48,45.34,45.38,37.94,36.34,8.15,22.04,26.67,73.76,38.46,9.88,24.32,28.056,72.1,38.858,9.44,23.37,27.779,72.31,4.68,16.66,19.25,68.4199737830435,-0.5737946902011437,5.488033411787638,91.58,117.22,663.43,0.794,0.856,0.832,2608.0,3198.0,2920.0,2112.0,2769.0,2460.0,35852.0,10354.0,4.324,13.4044,3.596,3496.5504188605387,4345.320846824615,110.8,210.6,235.6,219.8,201.8,150.2,136.2,119.6,110.2,29195.0,47.03,0.1816,1.762,1.547,6731318.520421714,1532258.4318774526,1898059.4034627448,21.1964,0.9420622222222221,1.3738584596725287,37.5,35.6,33.8,33.6,34.8,32.9,33.8,10.6,10.0,-0.7,3972.0,2881.0,5063.0,332.0,171.0,493.0,4.73,14.663000000000002,40.43,312.0,330.2,18.2,80.4,103.4,0.8404,9824.0,73.67,85.8,0.8468,0.9885,-6.7,-17.6,0.001,1.2339,1.23443,3.164,0.1773,1.17,1.19,0.538,1.787,0.2967,0.01515,6.94,0.3917361367730264,2.5654459245625203,2.628,1.189,3.96,0.654,0.0334,20.75,5.15,4.525,0.8284861006577914,0.2425,0.66,0.75,0.06346042965060761,4.125,55.675,149.75,147.25,0.3940773631051794,622.5,0.83918420201253,91.0,1154.5,164.0,7.5,-0.6903482170966602,31.3,9.99,97.05,89340.5,14.1,43.75,43.85,14.1,32.15,14.65,13.55,2.24,2.95,294.25,57.0,29.6,16.6,37.0,411.5,42.65,476.5,20.4,227.0,1469.5,5.55,58.25,0.32,232.0,80.75,1.13,18.19,13.75,81.75,2.55,1.1,0.1,0.7,2.54,14.86,0.42,0.22,0.01,0.12
49,BXD60,HFD,32.78,55.4,64.79,62.62,56.39,55.75,25.55,45.86,28.68,51.41,61.35,30.59,49.9,29.01,47.25,58.88,29.27,49.72,27.96,47.45,22.61,69.2,32.0,97.9,3.994652382062158,4.231,93.2,122.4,627.6,0.718,0.716,0.716,1806.0,2083.0,1967.0,1300.0,1497.0,1414.0,18765.0,6144.0,,,,3514.968106537777,4053.0,193.5,351.2,321.0,330.2,346.6,312.4,243.8,206.0,198.8,50111.0,,,,,,,,673.04,29.91,9.997320982650525,36.0,34.9,33.9,33.7,33.4,33.0,31.1,6.3,13.8,7.5,1902.0,1674.0,2130.0,150.0,81.0,219.0,4.4,22.43,61.61,89.0,109.0,20.0,,,,,56.17,66.4,0.758,0.8996,,,0.003,0.376,0.379,4.65,0.208,3.696,2.5772,0.4998,2.441,0.317,0.019,7.49,0.33,5.91,4.13,0.798,3.9,0.506,0.0303,17.325,8.0,6.115,,0.9450000000000001,0.7175,0.825,,3.2,63.925,532.5,353.5,,2109.0,,150.25,1148.0,241.25,18.5,,33.475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,BXD61,CD,26.5,32.8,34.8,34.39,32.0,32.79667,6.380667,19.48667,25.72633,78.41,34.78333,6.684667,19.22,27.20633,78.20333,30.917,3.36,10.85,26.04,84.29,6.296667,24.01241,8.27,31.07421129980931,11.132511266373271,50.1538978839057,79.857,111.0,743.0,0.8472334,0.9360333,0.9005,2716.0,3322.0,3088.0,2311.0,3098.0,2794.0,32124.0,5755.0,3.667,11.3677,2.487,3489.777986916192,4249.340321581316,96.3,207.3,221.3,201.6,191.0,159.7,135.7,108.7,103.0,28140.0,28.84,0.69,1.062333,1.030333,2219244.6556715476,1961858.5613958612,6119709.551880124,64.53966666666666,2.8684296296296297,8.245564435564434,38.66666667,37.23333333,36.4,35.73,35.53,35.87,35.87,7.579423828,7.242893004,-0.370865791,2958.0,1407.0,4510.0,399.0,92.0,706.0,5.073333,15.7273323,33.44,391.33,915.33,524.0,91.83,120.0,0.807666667,0.98,90.75,148.0,0.812066667,0.961666667,-1.1,28.0,0.0973,3.088833333333333,3.1861666666666664,1.6608,0.168033,0.4744,0.552866,0.47533,1.288,0.28726,0.0161,4.787385578831827,0.48959466611094377,1.3697985778453867,1.592,1.38,3.731,0.8357196944989514,0.046815934864786274,14.0,3.58,1.366,0.19211225899289253,0.148,0.418,0.888,-0.16157127411649794,6.066666666666667,49.94,146.6,348.8,0.41880252707845583,326.75,0.25170888052625007,104.67,1272.0,36.5,26.2,0.7298895643164937,34.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,BXD61,HFD,27.0,45.514,53.2,53.032,50.5,48.8,18.827,38.546,28.994,59.442,53.706,22.7954,42.42,29.7338,55.388,53.21,22.25,41.732,29.36,55.25,18.514000000000003,68.59461372677893,26.21,97.50404343293977,0.9144342964610432,2.5429124654751534,79.75,110.375,709.7,0.78924,0.80688,0.79982,2129.0,2573.0,2401.0,1680.0,2080.0,1925.0,22043.0,5181.0,2.626,13.392599999999998,1.632,3592.2651873360533,4359.077650754123,144.4,250.8,293.8,321.0,332.0,243.4,207.0,180.2,160.6,42864.0,263.5,4.805,10.1946,9.9428,343666.7886513085,313863.49755622406,314001.5416385662,690.9797999999998,30.710213333333332,21.60314319236806,37.82,36.42,36.56,36.18,36.06,35.9,35.84,4.337699698,5.23479211,0.925792447,2258.0,1472.0,3045.0,115.0,33.0,198.0,2.696,13.7496,54.39,154.8,252.4,97.6,64.038,80.4,0.771,0.9728,69.172,81.4,0.7728,0.9554,5.134,1.0,0.00298,1.7380600000000002,1.7410599999999998,3.2446,0.1803,2.1592,2.2552,0.5057,4.01344,0.3061,0.01488,6.1668465488799304,0.34289870771575226,4.031290172013476,4.15,0.962,7.521,0.5816198445070274,0.028058530698446223,14.4,4.133333,2.096667,-0.8287606421281296,0.06,0.7833333,1.496667,-1.0803471629851882,5.22,52.76667,31.5,23.5,3.2581519373963745,277.6667,1.1841020548275192,132.5,1189.0,30.0,26.2,0.20785985418578407,32.03333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,BXD62,CD,25.32,29.72,31.96,31.15,30.5,29.48,2.88,9.91,25.36,86.32,31.63,4.23,13.1,26.29,83.45,31.81,4.35,13.59,26.54,83.5,4.4,17.48,6.64,26.104433746990544,-0.7750302282759992,-33.69615927305172,74.281,103.504,628.59,0.812,0.904,0.868,2452.0,3049.0,2751.0,2049.0,2793.0,2421.0,23269.0,2775.0,3.36,10.416,2.775,2851.4750356995687,3541.9241134470553,137.0,272.0,189.0,186.0,168.0,142.0,134.0,127.0,121.0,28390.0,22.38,0.0,1.36,0.256,,2261080.8677286217,13231276.254067138,0.0,0.0,0.0,37.125,36.45,35.83,36.0,35.7,36.23,35.55,3.02,4.2,1.2,3006.0,2416.0,3596.0,339.0,143.0,536.0,4.08,12.648000000000001,32.0,587.75,613.75,26.0,81.75,111.75,0.8235,1.01825,85.7125,115.0,0.87675,0.996,3.96,3.25,0.156,2.508,2.664,1.191,,0.328,0.5748,0.468,1.01,0.273,0.018,3.8137277701707104,,1.0275691936313018,1.825,1.507,3.185,0.8797120193532422,0.058991,14.25,3.775,3.77,0.04002001525976076,0.135,0.32,0.6425,-0.36476813537621733,5.325,54.775,34.75,31.0,-0.9707956923650515,273.25,-0.4023162663594917,52.75,1059.5,171.5,,,20.85,10.94,97.225,84852.0,14.4,23.85,43.625,13.175,30.15,12.35,12.8,1.9325,2.775,303.6,52.375,27.575,14.35,53.275,646.25,41.3,498.25,5.4,64.75,1772.0,4.325,49.3,0.385,255.75,69.98,1.0225,5.21,11.85,80.85,1.625,5.2,0.1,0.375,0.665,4.15,0.08,0.29,0.005,0.02
53,BXD62,HFD,25.84,38.75,45.51,45.54,41.57,39.97,13.0,32.54,25.778,64.47,43.86,17.1,39.01,25.65,58.44,42.77,16.14,37.77,25.313,59.16,12.907499999999999,49.937938472789554,19.6678,76.11501237270902,2.4899918020027916,5.5602505614037705,74.0,101.54,691.88,0.757,0.78,0.772,2309.0,2673.0,2491.0,1749.0,2099.0,1924.0,24168.0,4827.0,1.7,8.67,1.695,3589.3306536067134,4153.735773654356,132.0,315.0,364.0,371.0,361.0,313.0,253.0,213.0,178.0,50864.0,103.1,1.57,4.11,3.45,856327.0297622745,853153.8593499888,1270424.013094991,206.62175,9.183188888888887,8.544814285714287,36.53,36.28,36.5,36.38,35.9,36.28,35.5,0.403,2.8,2.39,2021.0,1595.0,2446.0,196.0,68.0,324.0,3.32,16.93,44.48,224.0,429.75,205.75,63.3575,74.25,0.78825,0.9565,64.7325,76.5,0.791,0.9505,1.375,2.25,0.063,0.373,0.436,1.56,,1.55,2.374,0.43,2.14,0.289,0.017,3.4053142253065,,3.4004172156154318,5.22,0.945,4.73,0.6342589083357241,0.03732981993851559,13.925,6.125,5.708,2.0593258973352446,0.395,0.8925,0.475,-1.0320079925110377,6.175,56.7,67.5,80.25,-0.3925591505851902,891.0,1.7936376759076986,50.5,897.0,208.25,,,16.775,9.91,94.75,77783.0,13.2,22.450000000000003,45.35,13.35,29.35,12.4,14.15,2.305,5.25,521.2,52.2,26.35,13.7,47.9,1000.5,42.65,928.0,9.45,232.5,1424.0,4.55,55.0,0.325,249.5,70.7,1.04,8.79,8.9,84.15,2.85,3.1,0.15,0.9,0.78,7.39,0.25,0.27,0.01,0.08
54,BXD63,CD,27.25,33.21,36.95,35.4,34.98,34.56,9.467,27.34,24.0,69.59,37.01,9.89,26.32,25.81,70.11,34.9,7.43,20.79,26.33,75.95,5.96,22.05,9.41,36.22822460672243,5.672023588997316,25.663548347382065,93.11,114.125,694.625,0.787,0.873,0.841,2508.0,2967.0,2738.0,1975.0,2631.0,2303.0,30107.0,7952.0,3.192,9.8952,2.588,3619.5172000716366,4265.714640942358,122.0,344.0,380.0,359.0,348.0,295.0,221.0,187.0,168.0,48596.0,44.3,0.71,1.79,1.372,1800303.7641128295,1990344.8123275698,3600509.9645657353,88.24675,3.1376622222222226,4.385170184258881,37.3,35.35,35.8,36.68,35.83,35.43,34.15,1.67,8.45,6.89,3114.0,2104.0,4125.0,334.0,125.0,543.0,3.02,9.362,37.42,497.3,761.3,263.99999999999994,74.77,103.5,0.796125,0.92125,83.91499999999999,110.0,0.8500249999999999,0.92775,9.145,6.5,0.181,1.999,2.18,1.04,0.194,0.546,0.872,0.362,1.297,0.274,0.0142,2.9422699333681717,0.5480625206209924,1.5314561483539009,2.455,1.0225988700564972,3.643,0.7748890764153074,0.040185,17.05,3.35,3.305,-0.9635611297408128,0.07,1.96,1.1733,1.7498178795236854,10.633333333333333,57.25,44.0,48.0,-0.8651281009738078,218.0,-0.6579628672196812,51.0,1122.0,122.5,,,30.8,9.97,97.3,83385.7,13.5,47.67,47.8,13.5,28.26,12.47,14.4,2.097,2.67,266.3,55.4,27.2,15.03,56.97,583.7,38.3,395.7,4.7,46.0,1162.0,4.57,66.63,0.243,264.0,81.0,1.05,5.447,12.67,81.4,1.67,3.53,0.0667,0.633,0.743,4.397,0.103,0.177,0.0,0.033
55,BXD63,HFD,30.75,46.45,47.87,48.5,48.47,45.45,19.376,42.82,24.8,54.64,46.1,18.57,40.3,26.3,57.05,41.18,13.9,33.65,26.15,63.6,15.702499999999999,51.22654401857184,19.085,66.31322628828565,10.641014031198178,25.329481511519397,76.0,105.625,661.375,0.765,0.783,0.777,2312.0,2814.0,2566.0,1769.0,2223.0,1999.0,22804.0,5777.0,2.252,11.485199999999997,1.79,4237.81948936916,5150.872235782968,198.0,440.0,506.0,546.0,547.0,529.0,444.0,365.0,281.0,80500.0,100.17,2.46,3.32,4.267,857687.2188445348,1344847.5414600852,1246851.4145498676,494.282,21.96808888888889,6.490836324205154,36.95,33.6,35.4,35.95,35.35,34.1,34.05,2.68,7.84,5.27,2757.0,1442.0,4072.0,253.0,93.0,413.0,,,46.11,276.0,617.0,340.5,61.25,85.0,0.7635000000000001,0.9279999999999999,66.0415,88.0,0.8025,0.912,4.791499999999999,3.0,0.13,2.396,2.525,1.35,0.246,1.68,1.81,0.439,2.13,0.275,0.0165,2.7961290740345612,0.5075516675105861,3.461546527563259,3.73,0.905,4.382,0.5671833364648584,0.034020618556701035,14.0,2.6,2.8,-0.44138667054431735,0.11,1.68,0.885,0.6012358368935972,7.7,54.67,40.0,40.0,0.3206970913057046,201.0,2.2966364340312233,73.3,912.0,92.3,,,31.37,9.3,96.15,75007.0,12.7,45.8,49.25,13.65,27.7,12.6,15.4,2.48,3.85,355.7,56.0,26.85,15.0,51.6,779.0,41.0,606.5,7.4,106.0,899.0,4.15,54.6,0.185,282.0,74.1,1.075,6.03,8.4,87.05,1.15,2.8,0.25,0.3,0.47,5.29,0.05,0.18,0.01,0.02
56,BXD64,CD,25.57,33.12,33.72,32.49,32.6,33.12,7.71,23.22,24.36,73.6,34.1,8.06,23.52,25.03,73.52,31.8,5.47,17.18,25.44,80.01,8.59,35.03,9.19,37.64292350863014,6.384518892032279,30.171714561062146,89.84,120.0,674.55,0.783,0.834,0.814,2336.0,2730.0,2584.0,1870.0,2327.0,2108.0,28436.0,4857.0,2.013,6.2402999999999995,1.315,3239.1016831581082,3754.5302158840814,79.0,246.0,263.0,268.0,254.0,213.0,195.0,180.0,168.0,38095.0,25.42,0.3155,1.072,0.919,2704320.066660062,3317016.28239987,3350126.0976561867,24.352249999999998,1.0823222222222222,12.382465437788019,37.35,35.5,34.725,34.05,33.9,33.5,33.85,8.84,9.36,0.526,4080.0,3068.0,5092.0,293.0,150.0,435.0,3.73,11.563,34.71,380.3,706.5,326.3,75.6,105.5,0.8398,0.9755,89.6,106.33,0.8377,1.038,10.83,-1.0,0.02,3.8623,3.8823,1.742,0.1654,1.897,1.2655,0.5672,0.693,0.2875,0.01805,3.5242461111451693,0.555572092265879,1.8348488433336883,2.658,1.302,4.337,0.916106641001819,0.05179,10.325,2.925,2.8275,-0.9384065461582575,0.045,1.1875,0.93,0.7804943059745937,4.45,48.525,60.75,86.75,-0.3162436679137365,251.25,-0.48052102027268984,109.75,1048.0,243.25,11.0,-0.30516900936715785,26.95,9.96,97.67,85756.0,12.47,40.07,40.2,12.47,31.03,12.47,15.2,2.2,2.33,229.93,52.07,27.4,14.17,60.93,616.67,34.03,344.67,5.0,51.0,1453.33,5.63,53.53,0.41,223.67,78.77,1.09,4.85,13.6,77.2,3.0,5.13,0.17,0.97,0.61,3.81,0.13,0.25,0.01,0.05
57,BXD64,HFD,25.01,43.42,50.24,50.065,44.25,43.42,17.34,39.73,24.83,57.4,47.4,20.41,42.77,25.7,54.5,43.58,16.66,37.986,25.767,59.34,17.847500000000004,70.01096861273685,24.67,96.52646503983738,7.9306602757970435,17.64576186627157,97.3,121.8,636.37,0.751,0.767,0.76,2490.0,2891.0,2728.0,1910.0,2239.0,2084.0,29756.0,6348.0,1.782,9.088199999999999,1.365,4397.844055315327,5068.433682698207,138.0,358.0,468.0,511.0,511.0,476.0,437.0,390.0,340.0,76776.0,28.34,1.048,0.9523,1.019,1372644.022549471,4199929.845219762,12724904.906059727,149.38933333333333,6.639525925925926,4.883186669001103,37.275,34.625,33.975,34.05,33.65,33.3,33.3,8.65,10.66,2.2,3072.0,2371.0,3773.0,176.0,71.0,280.0,2.26,11.54,48.52,130.75,336.0,205.3,62.2,77.3,0.7885,0.945,67.95,82.75,0.8025,0.921,5.78,5.5,0.059,3.105,3.1639,2.051,0.185,2.90465,3.245,0.5038,2.478,0.30198,0.020025,4.083217155126096,0.37307786746108845,5.737429280564775,6.35,1.012,4.963,0.6099732396972293,0.0449,14.975,4.7,4.12,0.40692997579151746,0.23,1.1925,0.7125,-0.0859216279168895,4.475,50.275,168.25,191.0,0.9077392657015029,539.0,0.5423616132965275,124.75,1083.5,79.0,7.5,-0.6903482170966602,32.075,10.23,97.4,88042.0,13.0,42.33,41.4,12.67,30.63,12.63,16.87,2.36,2.6,263.93,53.93,27.43,14.67,59.57,688.0,33.53,395.67,6.83,83.67,1126.0,5.73,56.47,0.32,227.0,77.87,1.14,7.95,13.03,77.6,2.1,5.27,0.33,1.63,1.01,6.23,0.16,0.41,0.03,0.12
58,BXD65,CD,28.18,40.07,48.3,47.113,39.46,40.07,11.6,29.03,27.17,67.66,46.43,14.47,31.26,28.003,60.59,45.49,15.11,33.201,28.884,63.5,11.9,42.9,20.12,72.88978428107666,-0.8775074940290195,-4.51782290711002,80.9,109.489,644.72,0.792,0.859,0.835,2385.0,2649.0,2529.0,1902.0,2289.0,2113.0,28290.0,6586.0,3.512,10.8872,1.3,3524.9343693702194,4129.424462154939,143.0,302.5,327.88,331.25,307.25,244.75,210.0,181.25,169.75,44016.0,79.25,1.51,3.13,3.12,959533.9370489131,1129383.026344332,1083466.6250491557,217.21800000000002,9.654133333333334,6.805164482132357,38.15,36.77,35.6,35.48,35.6,34.98,34.1,7.011,10.61,3.87,3526.0,2435.0,4618.0,373.0,204.0,541.0,4.59,14.229,44.69,239.0,352.3,113.3,61.98,82.5,0.845,0.939,61.3875,85.0,0.8707500000000001,0.9944999999999999,-0.595,2.5,0.0043,0.85,0.8544,2.81,0.1875,1.4174,1.36685,0.5075,1.8795,0.354,0.0215,5.929437587368867,0.3976382434551651,3.027405219158969,2.881,1.07557,3.996,0.7552068090012635,0.04577,18.525,4.25,3.4975,-0.2410174013177551,0.1675,0.6725,0.475,-1.0320079925110375,5.0,51.95,139.0,143.0,0.3441787782815365,444.5,0.20643664762392616,93.5,1266.0,201.5,12.5,-0.14009220605451395,27.1,11.11,97.65,92663.0,14.8,47.75,43.03,13.33,31.0,13.8,13.83,2.02,2.35,263.65,51.13,29.7,15.03,65.45,736.0,31.9,359.5,2.68,30.25,1327.0,5.35,56.53,0.36,232.0,79.1,1.09,8.32,19.05,60.83,3.08,12.73,0.23,4.18,1.59,5.08,0.26,1.04,0.03,0.36
59,BXD65,HFD,29.2,51.28,64.44,64.05,52.65,51.28,22.63,44.14,27.3,53.22,58.913,28.37,48.15,28.887,49.03,59.81,29.1,48.66,28.975,48.45,22.075000000000003,76.63329565076978,35.24,122.60404943476077,-1.5332102071926912,-2.6063296325108265,79.5,101.0,637.0,0.756,0.765,0.762,2353.0,2772.0,2581.0,1786.0,2129.0,1973.0,29471.0,8484.0,2.288,11.668799999999997,1.395,4431.6759840233535,4940.977534376978,198.5,379.75,396.5,392.25,350.75,325.5,292.75,247.75,208.25,56012.0,156.45,4.35,4.44,5.17,483620.4631286599,858214.5022362501,817237.0072544302,909.1195,40.40531111111111,10.707567567567569,37.7,36.03,36.05,35.35,35.18,35.2,35.25,6.23,6.5,0.27,2310.0,1797.0,2823.0,303.0,195.0,411.0,5.23,26.0,59.58,101.3,161.0,59.5,52.99,65.5,0.7853,0.959,55.3575,68.25,0.7952,0.9694999999999999,2.37,2.75,0.0028,0.658,0.661,3.783,0.215,2.496,4.04613,0.4829,2.173,0.333,0.0223,5.898139882748428,0.3357871631408041,3.883872286668673,6.303,0.7543,3.408,0.5191443904502506,0.03473,15.55,7.1,5.225,1.5571016251180174,0.57,0.655,0.63,-0.41456215456538303,5.125,56.55,243.25,247.25,1.5681617118967757,707.0,1.139561552270041,115.0,981.0,127.3,10.5,-0.36019461047137247,33.73,10.21,96.1,84951.5,13.75,46.0,45.05,13.43,29.85,13.23,15.65,2.16,3.9,399.05,52.6,28.88,15.15,52.35,896.75,38.53,669.5,9.1,160.25,1121.5,5.53,57.0,0.31,239.25,79.43,1.16,6.29,37.33,27.75,2.73,29.7,0.15,2.38,2.35,1.62,0.18,1.97,0.01,0.16
