,strain,diet,BodyWeight_Wk8_[g],BodyWeight_Wk16_[g],BodyWeight_Wk28_[g],BodyWeight_Sacrifice_[g],BodyWeight_NIBP_[g],BodyWeight_preCLAMS_[g],FatMass_preCLAMS_[g],FatMass_preCLAMS_[%],LeanMass_preCLAMS_[g],LeanMass_preCLAMS_[%],BodyWeight_preWheel_[g],FatMass_preWheel_[g],FatMass_preWheel_[%],LeanMass_preWheel_[g],LeanMass_preWheel_[%],BodyWeight_postWheel_[g],FatMass_postWheel_[g],FatMass_postWheel_[%],LeanMass_postWheel_[g],LeanMass_postWheel_[%],BWGain_8-16Weeks_[g],BWGain_8-16Weeks_[%],BWGain_8-28Weeks_[g],BWGain_8-28Weeks_[%],BWLoss_AfterExercise_[%],FatMassLoss_AfterExercise_[%],DiastolicBP_NIBP_[mmHg],SystolicBP_NIBP_[mmHg],HeartRate_NIBP_[bpm],DayRER_CLAMS_[ratio],NightRER_CLAMS_[ratio],24hRER_CLAMS_[ratio],DayVO2_CLAMS_[mL/kg/hr],NightVO2_CLAMS_[mL/kg/hr],24hVO2_CLAMS_[mL/kg/hr],DayVCO2_CLAMS_[mL/kg/hr],NightVCO2_CLAMS_[mL/kg/hr],24hVCO2_CLAMS_[mL/kg/hr],NightXTot_CLAMS_[#/12hr],NightZTot_CLAMS_[#/12hr],FoodInTotal_CLAMS_[g],FoodInTotal_CLAMS_[kCal],WaterInTotal_CLAMS_[mL],VO2_LeanBWCor_Day,VO2_LeanBWCor_Night,Glucose0min_OGTT_[mg/dL],Glucose15min_OGTT_[mg/dL],Glucose30min_OGTT_[mg/dL],Glucose45min_OGTT_[mg/dL],Glucose60min_OGTT_[mg/dL],Glucose90min_OGTT_[mg/dL],Glucose120min_OGTT_[mg/dL],Glucose150min_OGTT_[mg/dL],Glucose180min_OGTT_[mg/dL],GlucoseAUC_OGTT_[AUC],InsulinAUC_OGTT_[AUC],Insulin0min_OGTT_[ng/mL],Insulin15min_OGTT_[ng/mL],Insulin30min_OGTT_[ng/mL],Fasted_Glucose_Insulin_[ratio],Glucose_Insulin_15m_OGTT[ratio],Glucose_Insulin_30m_OGTT[ratio],Glucose*Insulin_Fasted,OGTT_Homa_IR,OGTT_Homa_B,0H_ColdTest_[°C],1H_ColdTest_[°C],2H_ColdTest_[°C],3H_ColdTest_[°C],4H_ColdTest_[°C],5H_ColdTest_[°C],6H_ColdTest_[°C],Decrease_0-3H_[%],Decrease_0-6H_[%],Decrease_3-6H_[%],24hXYTot_TSE_[#/hr],DayXYTot_TSE_[#/hr],NightXYTot_TSE_[#/hr],24hZTot_TSE_[#/hr],DayZTot_TSE_[#/hr],NightZTot_TSE_[#/hr],FoodInTotal_TSE_[g],FoodInTotal_TSE_[kCal],BodyWeight_TSE,Dist_pre_[m],Dist_post_[m],Improvement_[meters],VO2Basal_pre,VO2Max_pre,RERBasal_pre,RERMax_pre,VO2Basal_post,VO2Max_post,RERBasal_post,RERMax_post,deltaVO2bas_Improve,deltaVO2m_Improve [mL/kg/min],DayRun_ActivityWheel_[km],NightRun_ActivityWheel_[km],24hRun_ActivityWheel_[km],Liver_[g],Heart_[g],scWAT_[g],perirenalWAT_[g],Kidney_[g],epididymalWAT_[g],Gastrocnemius_[g],Soleus_[g],Liver_[%],Heart_[%],scWAT_[%],perirenalWAT_[%],Kidney_[%],epididymalWAT_[%],Gastrocnemius_[%],Soleus_[%],Glucose_[mmol/L],Cholesterol_[mmol/L],HDL_[mmol/L]_KNOWN_BATCH_EFFECT_BY_COHORT_ORDER,HDL_Norm[Z],LDL_[mmol/L],Triglycerides_[mmol/L],FFA_[mmol/L]_KNOWN_BATCH_EFFECT_BY_COHORT_ORDER,FFA_Norm[Z],LacticAcid_[mmol/L],BloodProtein_[g/L],ALAT_[U/L]_KNOWN_BATCH_EFFECT_BY_COHORT_ORDER,ASAT_[U/L],ASAT_Norm[Z],LDH_[U/L]_KNOWN_BATCH_EFFECT_BY_COHORT_ORDER,LDH_Norm[Z],ALPL_[U/L],Amylase_[U/L],CreatineKinase_[U/L],Creatinine_[U/L]_KNOWN_BATCH_EFFECT_BY_COHORT_ORDER,Creatinine_Norm[Z],Iron_[umol/L],RBC.TotalRedBloodCells_[#*10^6/uL],%RBCm.MatureRBC_[%],#RBCm.MatureRBC_[#*10^9/L],HGB.Hemoglobin_[g/dL],HCT.Hematocrit_[%],MCV.MeanCorpuscularVolume_[fL/RBC],MCH.MeanCorpuscularHemoglobin_[pg/RBC],MCHC.MeanCorpuscularHemoglobinConcentration_[g/dL],CH.RedCellHemoglobinContent_[pg/RBC],RDW.RedCellDistributionWidth_[%],HDW.HemoglobinConcentrationDistributionWidth_[g/dL],%RETIC.ReticulocytePercent_[%],#RETIC.ReticulocyteCount_[#*10^9/L],MCVr.MeanCorpuscularVolumeofReticulocytes_[fL/RTC],MCHCr.MeanCorpuscularHemoglobinConcentrationofReticulocytes_[g/dL],CHr.RedCellHemoglobinContentofReticulocytes_[pg/RTC],%LRTC_PercentageofLowMatureReticulocytes_[%],#LRTC_CountofLowMatureReticulocytes_[#*10^9/L],%MRTC_PercentageofMediumMatureReticulocytes_[%],#MRTC_CountofMediumMatureReticulocytes_[#*10^9/L],%HRTC_PercentageofHighMatureReticulocytes_[%],#HRTC_CountofHighMatureReticulocytes_[#*10^9/L],PLT.Platelets_[#*10^3/µL],MPV.MeanPlateletVolume_[fL/PLT],PDW.PlateletDistributionWidth_[%],PCT.Plateletcrit_[%],MPC.MeanPlateletComponentConcentration_[g/dL],PCDW.PlateletComponentDistributionWidth_[g/dL],MPM.MeanPlateletMass_[pg/PLT],WBC.WhiteBloodCell_[#*10^3/µL],%NEUTR.Neutrophil_[%],%LYMPH.Lymphocyte_[%],%MONO.Monocyte_[%],%EOS.Eosinophil_[%],%BASO.Basophil_[%],%LUC.LargeUnknownCells_[%],#NEUTR.Neutrophil_[#*10^3/µL],#LYMPH.Lymphocyte_[#*10^3/µL],#MONO.Monocyte_[#*10^3/µL],#EOS.Eosinophil_[#*10^3/µL],#BASO.Basophil_[#*10^3/µL],#LUC.LargeUnknownCells_[#*10^3/µL]
34,BXD49,CD,32.0,36.64,40.87,39.62,37.1,36.64,4.76,12.91,30.73,83.94,37.82,5.33575,14.1037,31.2085,82.521,39.97,6.56,16.42,32.2195,80.6278,4.437499999999999,13.785921215703768,8.668,26.91959982304857,-5.683024394451091,-24.41446399451894,68.3,97.0,712.0,0.863,0.895,0.882,1744.0,2487.0,2149.0,1491.0,2240.0,1899.0,25164.0,6358.0,,,3.16,2083.5533220839247,2970.498092709828,89.0,311.0,266.0,239.0,212.0,159.0,144.0,130.0,127.0,33064.0,13.03,0.0,0.795,0.344,,4299907.408552244,9547314.814083528,0.0,0.0,0.0,37.8,36.0,35.7,34.5,35.0,34.2,34.4,8.7,4.2,0.3,3090.0,1892.0,4288.0,524.0,269.0,779.0,3.71,11.501,37.53,227.0,366.5,139.5,66.73,98.3,0.7977,0.99225,63.5,93.0,0.8199,0.97275,-3.25,-5.25,0.012148,0.645839,0.657987,1.7725,0.18,0.6317,0.6859,0.5142,1.115,0.3633,0.0193,4.479,0.4545,1.5855,1.722,1.2996,2.801,0.9163,0.0497,13.825,2.88,2.805,-0.9618263308730504,0.095,1.13,1.3875,2.6029554082980577,5.4,51.225,45.25,93.25,-0.2399281852422827,196.5,-0.675144214670308,82.0,923.5,62.5,10.5,-0.36019461047137247,27.6,10.02,96.4,83825.0,14.0,43.7,43.58,14.0,32.08,14.23,14.13,2.11,3.6,363.35,56.05,29.38,16.33,54.4,848.0,39.88,634.25,5.65,93.5,1267.0,5.28,50.98,0.34,257.5,74.9,1.22,11.33,14.3,79.08,3.6,1.6,0.13,1.25,1.62,8.97,0.4,0.18,0.02,0.15
35,BXD49,HFD,32.1,44.17,52.64,47.02,46.18,44.17,12.92,29.1,30.023,68.14,52.69,19.954,36.545,31.291,60.665,51.72,19.23,35.567,30.8532,61.0697,10.674,33.059068617007036,20.745,64.18707460828564,2.3759259193247866,5.5705978530181275,73.8225,107.175,736.91875,0.811,0.8038,0.808,1887.0,2257.0,2089.0,1524.0,1832.0,1692.0,20556.0,6057.0,,,2.55,2771.3483150408256,3316.420283471747,113.0,267.0,273.0,237.0,220.0,196.0,187.0,172.0,166.0,36531.0,54.24,0.606,2.3535,1.995,1618002.0965047334,1299205.637091449,1881117.7347542858,66.784,2.2261333333333333,4.616666666666667,37.9,35.3,35.9,34.8,35.5,34.6,34.7,8.3,1.7,0.1,1876.0,1215.0,2537.0,244.0,85.0,403.0,2.86,14.62,53.04,85.0,109.3,13.0,51.9,68.5,0.7595,0.9625,55.3,73.8,0.7699,0.961,3.36,5.25,0.012464,0.33061,0.343074,2.3696,0.1806,1.3957,1.241,0.4855,2.9698,0.3426,0.02343,5.106,0.3929,2.7246,2.987,1.034,6.147,0.7425,0.0509,13.825,4.375,3.645,-0.08748770152077887,0.265,1.855,0.695,-0.15563325478172138,5.1,57.0,85.5,129.5,0.18567739119467103,303.8,-0.2938960393434669,97.5,1077.0,71.3,15.25,0.16254860001866653,26.65,9.62,95.6,80426.5,13.05,41.95,43.48,13.5,31.05,13.73,17.3,2.36,4.4,418.7,55.43,28.1,15.5,56.38,1033.25,37.8,693.0,5.83,107.0,1366.0,5.45,54.18,0.37,247.5,78.15,1.2,10.91,15.55,75.15,4.75,2.05,0.15,2.35,1.63,8.34,0.48,0.22,0.2,0.25
36,BXD50,CD,27.65,33.89,38.58,35.96,35.0225,36.93,9.8,25.7,25.6,70.26,35.83,8.26,22.03,26.3,74.49,34.72,6.15,17.36,26.49,34.72,4.484,15.729432811098054,10.22,36.474006833058674,2.621482742791172,14.485954321386656,58.6,96.0,657.0,0.741,0.793,0.769,2569.0,2923.0,2762.0,1909.0,2330.0,2139.0,29192.0,12253.0,1.908,5.9148,1.176,3658.89775269386,4162.463297607525,91.0,258.0,280.0,262.0,268.0,229.0,179.0,157.0,150.0,37750.0,48.02,0.1183,2.0735,2.11,3999293.4110581167,1425527.8302994585,1452087.3722318346,14.53775,0.6461222222222223,1.5171708805579773,36.575,35.25,34.28,35.03,34.45,34.35,34.28,4.235,6.284,2.127,3224.0,1937.0,4312.0,403.0,201.0,573.0,3.0,9.3,38.29,233.4,418.0,184.0,72.1,102.5,0.763,0.887,78.28,98.0,0.797,0.9313,6.2,-4.5,0.001,2.074,2.075,1.186,0.168,0.612,0.685,0.438,1.482,0.277,0.01798,3.31,0.471,1.685,1.86,1.2155,4.062,0.777,0.0394,14.23,3.225,3.205,-0.5454746026100639,0.1175,0.635,0.555,-0.7133262697003773,3.8499999999999996,51.225,51.0,71.5,-0.4952915311044549,170.0,-0.7693453955202968,73.0,1047.5,56.5,13.5,-0.030041003846084716,20.075,11.26,97.13,91285.0,14.95,51.55,45.8,13.3,28.98,12.85,12.63,1.61,2.88,320.4,56.38,24.95,13.98,74.53,996.75,24.43,326.5,1.08,14.25,1827.5,7.1,49.1,0.65,195.25,69.68,1.2,5.99,14.63,76.1,6.4,2.13,0.13,0.7,0.87,4.59,0.35,0.12,0.01,0.04
37,BXD50,HFD,27.37,43.818,48.116,48.02,40.956,43.82,,,,,46.07,,,,,42.39,14.76,34.71,26.17,61.85,16.448,60.72049018138432,20.746,76.65807840556951,7.419309161765962,,73.75,105.6,655.3,0.664,0.674,0.67,2452.0,3079.0,2856.0,1629.0,2086.0,1923.0,28314.0,11437.0,,,0.548,,,144.2,327.8,290.2,294.4,291.2,223.2,187.0,161.8,156.6,41021.0,122.05,1.896,5.084,4.22,1007132.1924118486,767410.6792307587,829376.514214542,272.13040000000007,12.094684444444445,8.845059340432893,37.1,35.7,35.3,34.9,34.5,34.5,34.8,5.8,6.2,0.4,2943.0,1852.0,4034.0,393.0,151.0,636.0,7.56,,47.5,106.0,282.4,176.5,58.23,75.0,0.909,0.9898,71.134,79.8,0.775,0.8616,12.9,4.8,0.0006,1.876,1.876,1.2352,0.178,2.176,1.483,0.5271,2.98,0.2952,0.01954,2.574,0.3704,4.533,3.088,1.099,6.213,0.615,0.041,11.98,4.46,4.35,0.6421687022601048,0.238,0.904,0.848,0.4538455400936666,2.36,54.34,123.6,157.0,0.5085505871123599,270.2,-0.4131582890610942,69.6,973.8,72.8,15.4,0.17905628034993087,15.9,11.01,96.94,89280.0,14.4,49.56,45.08,13.16,29.16,12.92,13.1,1.74,3.06,336.2,58.2,24.12,13.92,67.2,944.6,30.3,428.4,2.5,35.2,1404.8,5.22,47.92,0.37,228.8,77.1,1.06,7.27,18.88,75.5,2.4,2.04,0.1,1.14,1.32,5.52,0.17,0.15,0.0,0.1
38,BXD51,CD,26.2,31.828,35.5,32.09,33.0,31.545,5.69225,17.6525,24.4735,77.975,35.364,,,,,32.896,,,,,5.628,21.458132625994697,9.284,34.87544827586207,6.462758327932396,,75.625,101.625,691.0,0.824175,0.895775,0.86715,2904.0,3490.0,3263.0,2382.0,3113.0,2830.0,42678.0,12564.0,2.815,8.7265,2.0,3554.29974571264,4385.333247196146,119.0,215.75,222.25,202.0,179.0,,142.5,125.25,,28369.0,29.8975,0.99025,1.09125,0.81375,1277418.292654945,1973757.9890735806,2751410.647282515,116.1525,5.162333333333333,7.282235453044479,37.22,36.64,35.92,35.4,35.78,35.64,35.46,4.891064858,4.718924,-0.189748425,3342.0,2084.0,4599.0,405.0,184.0,626.0,4.72,14.632,35.36,529.22,1000.5,471.28,107.295,126.5,0.821,0.95275,108.8675,143.5,0.835,0.9505,1.573,17.0,1.01255,4.06325,5.0758,1.3785,0.2101,0.40123,0.58367,0.52803,1.0165,0.3647,0.0154,4.2872980802678775,0.6581171811175719,1.240741990891465,1.813,1.646,3.157,1.1318317931517006,0.047990028046120285,14.9,3.0,1.463333,-0.6927684490955847,0.035,0.9166667,1.426667,-0.2672355329677711,5.3,52.43333,38.0,84.0,-0.3121841594077888,95.33334,-0.6567682593789766,110.0,1079.333,14.5,22.33333,-0.4363470221457299,26.76667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,BXD51,HFD,27.75,51.2275,59.6,64.07,54.5,52.523,25.7155,48.8175,25.28775,48.285,61.973,,,,,55.378,,,,,23.4775,84.71894393241168,31.83,115.26297448370029,9.191689970925083,,62.5,98.625,660.75,0.768,0.773325,0.771175,2287.0,2689.0,2533.0,1758.0,2083.0,1957.0,22257.0,4338.0,1.81,9.231,0.81,4740.161280827979,5632.005360427886,178.25,313.0,358.25,382.25,367.0,,193.5,191.25,,46108.0,82.7875,1.8715,2.802,3.56375,989563.2035736578,1104957.0397440959,1084725.4483215488,332.90375,11.836577777777777,5.994618385787878,36.65,35.4,35.025,34.825,35.425,34.975,34.975,4.981562505,4.571161927,-0.445995689,1910.0,1517.0,2302.0,280.0,225.0,335.0,5.99,30.549,61.97,135.025,314.75,179.725,63.375,69.25,0.76635,0.909,59.525,75.0,0.78175,0.92425,-3.85,7.666666667,0.125325,1.24505,1.370375,2.275,0.20485,4.6722,4.59535,0.53757,3.041075,0.33805,0.019725,3.901327672797479,0.32049761352634026,7.271924160800763,7.13,0.837,4.791,0.5278815209499627,0.031,18.45,5.175,1.8025,-0.21889154357978152,0.2425,0.93,1.4575,-0.22069294275947213,2.35,54.85,81.0,119.25,0.43009586071799044,338.0,0.5523201461987292,117.25,1048.75,26.5,19.25,-0.9500464709445664,25.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,BXD53,CD,24.68,31.784,34.874,33.967999999999996,32.124,31.784,3.7600000000000002,11.56,27.803199999999997,87.73,34.040000000000006,5.4402,15.65,28.5246,84.1,32.504,3.7234000000000003,11.133,28.596799999999995,88.3,7.104000000000001,28.688962280556552,10.194000000000003,40.95271348247735,4.232412658564125,,81.2,110.2,598.0,0.841,0.901,0.877,2754.0,3386.0,3135.0,2325.0,3058.0,2764.0,40771.8,10968.0,2.7840000000000034,8.63040000000001,1.664,3140.8637833415028,3861.9248592059566,84.6,339.2,287.2,241.4,195.0,133.6,112.6,95.0,98.6,29754.0,12.677,0.0,0.6740244000000001,0.3415172,,8765996.241289672,23413775.58740809,0.0,0.0,0.0,37.339999999999996,35.120000000000005,33.980000000000004,33.519999999999996,32.9,33.199999999999996,29.924999999999997,10.225941894238426,19.991753318487785,11.320176463118004,4021.0,2399.0,5738.0,348.0,133.0,564.0,4.361999999999995,13.522199999999984,34.77,318.6,519.0,200.4,81.02000000000001,107.4,0.819,0.9252,84.05999999999999,117.0,0.8068000000000002,0.9322000000000001,3.039999999999998,9.6,0.25145305999999995,3.0818536200000004,3.34,1.3151199999999998,0.20095999999999997,0.3194,0.22680000000000003,0.5551,1.18308,0.33199999999999996,0.019400000000000004,3.8523108937668766,0.5976298481553908,0.8950286291655172,0.6551582214467272,1.656275995314515,3.3439229757868367,0.9902739275359981,0.057465466743915214,13.125,3.0,2.4625,,0.1675,0.405,0.63,,4.975,55.574999999999996,44.0,44.5,,233.0,,68.75,1066.0,125.5,,,,11.14,97.50000000000001,94154.5,15.65,46.65,41.875,14.325,34.2,13.325,14.325,2.16,2.5,280.65,48.85,29.300000000000004,14.175,49.800000000000004,139.84130000000002,40.975,114.09775,9.25,26.759700000000002,1097.5,6.2,56.449999999999996,0.33999999999999997,215.0,80.57499999999999,1.125,6.175000000000001,5.3500000000000005,88.825,3.6999999999999997,1.4,0.07500000000000001,0.575,0.315,5.5,0.225,0.095,0.005,0.035
41,BXD53,HFD,26.23,43.148,49.054,47.92,44.888,43.148,12.927000000000001,29.77,30.143600000000003,70.06,48.775999999999996,17.378000000000004,35.6,31.3016,64.21,42.948,12.816000000000003,29.55,30.065999999999995,70.3,16.918,64.86414941807018,22.823999999999998,87.36508829386922,11.804973713274606,,75.2,105.6,666.4,0.774,0.776,0.775,2510.0,2962.0,2801.0,1946.0,2303.0,2177.0,34933.4,13076.6,2.1829999999999927,11.133299999999963,1.28,3576.7387444159017,4218.035362503886,166.8,423.0,465.8,458.8,458.8,317.0,254.6,201.6,197.2,57240.2,52.965999999999994,0.8351076000000001,2.289996,1.6435206,2632147.339828643,2098341.74629002,3156385.331844428,143.9893604,6.39610221328808,2.964785406340877,37.58,35.88,35.18,35.2,34.68,34.480000000000004,34.5,6.332617233565896,8.19309896667626,1.9759627390621914,2800.0,1975.0,3615.0,235.0,90.0,388.0,3.772500000000001,19.239750000000004,49.012,111.6,374.0,262.4,67.214,77.8,0.7658,0.8821999999999999,74.17999999999999,90.0,0.7626000000000001,0.8932,6.966000000000003,12.2,0.28855682,1.9790368200000004,2.1699999999999995,2.7193,0.2034,1.3184,0.6499,0.5941,2.06234,0.367,0.025,5.663395975253321,0.4241861513792059,2.7566348856475984,1.3457892268298637,1.238787199456161,4.307717720621328,0.766979815603474,0.05196979785858641,13.220000000000002,5.175,4.51,,0.5239999999999999,0.44000000000000006,0.774,,2.6199999999999997,59.666666666666664,246.66666666666666,287.25,,929.4,,116.2,995.8,119.0,,,21.866666666666664,12.275,97.625,95777.0,16.15,52.550000000000004,42.8,13.175,30.725,13.524999999999999,15.200000000000001,2.32,2.375,294.29999999999995,50.75,29.125,14.650000000000002,45.0,131.414,43.4,128.1442,11.599999999999998,34.7418,901.5,5.45,56.675000000000004,0.245,240.25,82.22500000000001,1.1425,7.17,6.4,87.14999999999999,3.875,2.2,0.125,0.27499999999999997,0.44500000000000006,6.295,0.25,0.15000000000000002,0.005,0.02
42,BXD55,CD,24.4,29.828,30.6,30.044,30.6,30.198,3.8924,12.736,24.887,82.532,30.858,2.105,7.01,25.4842,86.676,29.45,,,,,5.428,22.22308695652174,6.222,25.49065217391304,4.549114909070934,,93.0,122.0,682.25,0.82776,0.91928,0.88288,2753.0,3417.0,3160.0,2286.0,3133.0,2805.0,32170.0,5522.0,2.638,8.1778,2.224,3365.7039232810616,4190.39735040417,91.2,183.4,217.8,197.4,172.6,133.8,118.4,108.4,109.0,26000.0,41.034,2.295,1.0912,0.9934,505702.72251260205,1897915.615764501,2311577.6606066646,209.342,9.304088888888888,30.70047747840395,37.18,36.48,36.46,36.08,35.56,35.74,36.14,2.889704605,2.736191223,-0.178899178,4129.0,2033.0,6226.0,503.0,141.0,865.0,3.752,11.6312,30.858,237.8,815.2,577.4000000000001,89.8874,112.6,0.83026,0.9119999999999999,93.716,141.0,0.81498,0.9683999999999999,3.8286000000000002,28.4,0.1365,3.96468,4.10118,1.4602,0.17794,0.33078,0.26644,0.50094,0.69822,0.28306,0.01228,4.901109164709889,0.594648404017166,1.0807120666858607,0.864,1.678,2.275,0.9492994053236208,0.040873385700971904,15.0,3.46,1.75,-0.2922434970134318,0.054,0.92,1.486,-0.1776724945128823,4.04,56.04,26.4,62.0,-0.27522415840567527,163.0,-0.3196186078236548,77.6,1086.6,53.0,21.0,-0.6584873243290106,28.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,BXD55,HFD,21.6,32.964,41.7,43.6475,36.7,33.694,6.2582,18.422,26.132,77.718,41.908,5.877,16.5825,27.2925,77.845,35.125,,,,,11.364,52.786053077357415,19.98,92.31246470920384,14.883446722547719,,87.75,116.0,624.75,0.79976,0.81788,0.81082,3871.0,4518.0,4268.0,3092.0,3710.0,3471.0,36785.0,7214.0,3.048,15.544799999999999,3.44,5001.428687728925,5828.024361807005,77.5,199.5,251.25,251.5,231.0,173.75,144.25,133.0,131.25,31812.0,45.9625,1.192,2.172,1.3515,686764.4003242408,947488.8735791283,1930472.3107388224,92.54675,4.113188888888889,29.55301551389787,37.225,37.025,36.85,36.6,36.275,36.5,36.2,1.65731691,2.738390562,1.076223759,3611.0,1426.0,5696.0,459.0,91.0,828.0,2.695,13.7445,41.91,212.5,600.5,388.0,87.895,96.0,0.821,0.90825,92.81174999999999,124.25,0.78125,0.89625,4.91675,28.25,0.30115,7.1339,7.43505,2.01975,0.200175,1.677375,0.539525,0.57645,1.8642,0.31345,0.015025,4.620821593178963,0.4489709663991442,3.832294434781314,1.236095996334269,1.325,4.267,0.7099015758744885,0.03442350650094507,16.575,5.3,2.1375,0.2491637783301761,0.1975,1.29,1.6775,0.11139472791595814,4.2,60.2,36.75,73.0,-0.1397041547312592,181.3333,-0.4142862439746565,66.5,1173.25,149.75,28.75,0.6327031821113083,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,BXD56,CD,26.95,32.22,34.38,32.32,31.22,32.22,5.27,16.31,25.7,79.823,33.52,4.1,12.1,27.8,82.99,31.8,2.38,7.48,27.95,87.87,5.268000000000002,19.515324105797713,7.15,26.2571338870857,5.085341417003525,41.16052556453412,73.6,104.0,726.6,,,,2786.0,3452.0,3181.0,1519.0,2082.0,1853.0,28637.0,4898.0,2.424,7.5144,2.132,,,82.0,267.0,295.0,305.4,284.6,221.4,176.2,139.0,127.8,38051.0,20.914,0.329,0.872,0.72,4226997.527944228,3475765.316596149,7460840.442856816,28.52904,1.2679573333333332,5.508352,38.3,35.8,35.7,35.1,34.5,34.2,34.2,8.3,10.7,2.7,6964.0,4126.0,9801.0,236.0,115.0,356.0,3.86,11.966,33.71,286.0,454.0,169.0,73.67,125.0,0.8,0.93,74.4,124.0,0.802,0.957,14.89,2.5,0.032,5.417,5.45,1.2849,0.187766,0.29926,0.3768,0.64796,0.7322,0.2618,0.0149,3.972,0.5825,0.9227,1.159,1.997,2.27,0.81234,0.0461,13.1,2.87,2.73,-1.0433618776578852,0.1433,0.797,0.897,0.6477102548034851,4.666666666666667,50.2,47.33,65.0,-0.5716070137759087,296.0,-0.32144544129016167,67.67,995.3,147.67,10.3,-0.37853647750611064,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,BXD56,HFD,25.87,39.22,44.79,41.285,39.88,39.22,10.5,26.8,27.46,70.0,41.18,10.9,26.41,28.77,69.83,40.0,9.045,22.6,29.486,73.66,13.5475,52.83589838663287,18.73,72.34010700871661,2.776691989480385,68.937,85.2,119.9,719.1,,,,2760.0,3331.0,3118.0,1536.0,1920.0,1776.0,24586.0,3513.0,1.318,6.7218,1.535,,,118.8,311.3,421.3,425.3,420.3,324.5,271.8,219.5,188.3,55009.0,58.92,0.729,2.49,2.15,1703578.2841936569,1268796.041175885,2126301.2051689406,90.159,4.007066666666667,4.7898063552705885,37.7,37.1,36.6,35.9,35.7,35.2,35.3,4.7,6.2,1.6,3115.0,2706.0,3524.0,167.0,119.0,215.0,2.6,13.27,41.52,170.0,461.0,283.0,63.6,81.7,0.7697,0.931,77.6,100.5,0.774,0.902,13.59,19.5,0.083,1.351,1.434,1.5393,0.20255,0.9186,0.79015,0.5933,1.164,0.3232,0.01885,3.728,0.4905,2.225,1.91455,1.437,2.822,0.7825,0.04568,13.6,3.85,3.675,-0.056261321901055095,0.23,1.2,1.02,1.1390112441365865,3.65,52.7,78.5,94.0,-0.23112255262634573,406.5,0.07135570904658381,59.5,1181.0,83.0,3.0,-0.8554250204093041,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,BXD6,CD,25.252000000000002,31.8,35.714,34.504,32.126,31.8,5.0824,15.67,26.7948,84.53,34.025999999999996,6.4178,18.605721282771714,26.8034,79.01441946721289,33.315999999999995,5.5628,16.447515618144294,27.006999999999998,81.29646591013636,6.548,25.828695286835046,10.462,41.34945628078352,1.932948745440973,12.478191965050495,76.8,102.6,634.6,0.8225999999999999,0.8798,0.856,2958.5845999999997,3255.0024000000003,3131.666,2442.708,2876.954,2696.468,18196.0,2525.4,2.7230000000000016,8.441300000000005,0.856,3501.875569005197,3851.845250808884,102.0,277.8,268.2,224.0,210.6,147.2,135.2,120.4,108.6,30773.0,21.451999999999998,0.2221988,0.8967476,0.8425492,5281962.11382253,3104105.9885737523,3317596.760412635,21.920341999999998,0.9737715496877526,2.9592083512919514,36.86,35.92,35.620000000000005,36.3,35.7,35.36,35.36,1.515598426864693,4.075207067947462,2.5324060363437795,3046.0,2214.0,3878.0,261.0,116.0,406.0,2.36400000000001,7.328400000000031,34.184,376.4,518.6,142.2,80.37,103.8,0.8404,0.9214,86.994,114.2,0.82546,0.9186,6.6240000000000006,10.4,0.11777829999999997,3.08456344,3.2008,1.4016,0.1795,0.5084,0.40090000000000003,0.41525999999999996,1.0322600000000002,0.2984,0.019160000000000003,4.07170938783832,0.513956171514591,1.4479820224232838,1.1420735683872976,1.2115865116378983,2.937469001013831,0.8675380393192924,0.055726273089954134,14.975,2.7249999999999996,2.555,,0.1475,0.6625000000000001,0.7325,,2.6750000000000003,48.75000000000001,41.75,46.0,,180.5,,48.0,1000.5,123.5,,,26.225,10.940000000000001,98.15,88140.0,13.7,46.400000000000006,42.45,12.5,29.55,13.3,14.55,2.1399999999999997,1.8499999999999999,201.4,54.150000000000006,24.7,13.3,74.5,148.7092,23.45,48.685599999999994,1.9500000000000002,3.8038000000000003,1256.0,5.699999999999999,54.45,0.36,220.0,74.05,1.09,3.35,16.55,74.7,3.05,5.5,0.1,0.15,0.56,2.48,0.1,0.19,0.0,0.0
